lemma,pos,gender,plural,derived_verbs,derived_adj,gloss,etym_lang,source,notes,ipa_raw_lemma,ipa_raw_pl
necurățime,N,FEM,necurățimi,,,"dirt, filth",,https://en.wiktionary.org/wiki/necur%C4%83%C8%9Bime,,,
necurățire,N,FEM,necurățiri,,,vileness,,https://ro.wiktionary.org/wiki/necur%C4%83%C8%9Bire,,ne.ku.rə'ʦi.re,
necurățitor,N,MASC,necurățitori,,,"unbeliever, sinner",,https://en.wiktionary.org/wiki/necur%C4%83%C8%9Bitor,,,
necuviincios,ADJ,,,,,disrespectful,,https://ro.wiktionary.org/wiki/necuviincios,,ˌne.ku.vi.inˈt͡ʃʲos,
necuviință,N,FEM,necuviințe,,,indecency,,https://ro.wiktionary.org/wiki/necuviin%C8%9B%C4%83,,ne.ku.viˈin.ʦə,
necuvios,ADJ,,,,,disrespectful,,https://en.wiktionary.org/wiki/necuvios,,,
necuvântător,ADJ,,,,,which cannot speak,,https://ro.wiktionary.org/wiki/necuv%C3%A2nt%C4%83tor,,ne.ku.vɨn.tə'tor,
necăcios,ADJ,,,,,,,https://ro.wiktionary.org/wiki/nec%C4%83cios,,ne.kə'ʧjos,
necăciune,N,FEM,necăciuni,,,drowning,,https://en.wiktionary.org/wiki/nec%C4%83ciune,,,
necăjeală,N,FEM,necăjeli,,,"trouble, distress",,https://en.wiktionary.org/wiki/nec%C4%83jeal%C4%83,,,
necăjicios,ADJ,,,,,"huffy, thin-skinned",,https://ro.wiktionary.org/wiki/nec%C4%83jicios,,ne.kə.ʒi'ʧjos,
necăjire,N,FEM,necăjiri,,,"misery, suffering",,https://ro.wiktionary.org/wiki/nec%C4%83jire,,ne.kə'ʒi.re,
necăjit,ADJ,,,,,"sad, upset",,https://ro.wiktionary.org/wiki/nec%C4%83jit,,nekəˈʒit,
necălcat,ADJ,,,,,crumpled,,https://ro.wiktionary.org/wiki/nec%C4%83lcat,,ne.kəl'kat,
necărturar,N,MASC,necărturari,,,an ignorant,,https://en.wiktionary.org/wiki/nec%C4%83rturar,,,
necărturareț,N,MASC,necărturareți,,,an ignorant person,,https://en.wiktionary.org/wiki/nec%C4%83rturare%C8%9B,,,
necăsnicie,N,FEM,necăsnicii,,,celibacy,,https://en.wiktionary.org/wiki/nec%C4%83snicie,,,
necăsătorie,N,FEM,necăsătorii,,,celibacy,,https://en.wiktionary.org/wiki/nec%C4%83s%C4%83torie,,,
necăsătorit,ADJ,,,,,unmarried,,https://ro.wiktionary.org/wiki/nec%C4%83s%C4%83torit,,ne.kə.sə.to'rit,
necătură,N,FEM,necături,,,suffocation,,https://en.wiktionary.org/wiki/nec%C4%83tur%C4%83,,,
necăzut,ADJ,,,,,not allowed,,https://en.wiktionary.org/wiki/nec%C4%83zut,,,
nedecapotabil,ADJ,,,,,not convertible,,https://ro.wiktionary.org/wiki/nedecapotabil,,,
nedeclinabil,ADJ,,,,,indeclinable,,https://ro.wiktionary.org/wiki/nedeclinabil,,,
nedecolorat,ADJ,,,,,not discolored,,https://ro.wiktionary.org/wiki/nedecolorat,,,
nedefinibil,ADJ,,,,,undefinable,,https://ro.wiktionary.org/wiki/nedefinibil,,,
nedefinit,ADJ,,,,,undefined,,https://ro.wiktionary.org/wiki/nedefinit,,,
nedeformabil,ADJ,,,,,nondeformable,,https://ro.wiktionary.org/wiki/nedeformabil,,,
nedefrișabil,ADJ,,,,,which cannot be razed,,https://ro.wiktionary.org/wiki/nedefri%C8%99abil,,ne.de.fri'ʃa.bil,
nedeie,N,FEM,nedeie,,,rural festival,,https://ro.wiktionary.org/wiki/nedeie,,,
nedelicat,ADJ,,,,,tactless,,https://ro.wiktionary.org/wiki/nedelicat,,,
nedelicatețe,N,FEM,nedelicateți,,,tactlessness,,https://ro.wiktionary.org/wiki/nedelicate%C8%9Be,,ne.de.li.kaˈte.ʦe,
nedelicateță,N,FEM,nedelicatețe,,,,,https://en.wiktionary.org/wiki/nedelicate%C8%9B%C4%83,,,
nedemn,ADJ,,,,,"undignified, shameful",,https://ro.wiktionary.org/wiki/nedemn,,neˈdemn,
nedemonstrabil,ADJ,,,,,indemonstrable,,https://ro.wiktionary.org/wiki/nedemonstrabil,,,
nedependență,N,FEM,,,,independence,,https://en.wiktionary.org/wiki/nedependen%C8%9B%C4%83,needs plural confirmation,,
nedeprins,ADJ,,,,,unaccustomed,,https://en.wiktionary.org/wiki/nedeprins,,,
neder,N,MASC,nederi,,,"foolish, stupid, insane person",,https://ro.wiktionary.org/wiki/neder,,ˈneːdər | -eːdər | ˈnɛːdər | nɛˈdɛɾ | ˈneːdɛr,
nedescifrabil,ADJ,,,,,undecipherable,,https://ro.wiktionary.org/wiki/nedescifrabil,,,
nedeslușire,N,FEM,nedeslușiri,,,lack of clarity,,https://en.wiktionary.org/wiki/nedeslu%C8%99ire,,,
nedeslușit,ADJ,,,,,indistinct,,https://ro.wiktionary.org/wiki/nedeslu%C8%99it,,ne.des.lu'ʃit,
nedespărțit,ADJ,,,,,inseparable,,https://ro.wiktionary.org/wiki/nedesp%C4%83r%C8%9Bit,,ne.des.pər'ʦit,
nedesăvârșire,N,FEM,nedesăvârșiri,,,imperfection,,https://ro.wiktionary.org/wiki/nedes%C4%83v%C3%A2r%C8%99ire,,ne.de.sə.vɨr'ʃi.re,
nedeterminabil,ADJ,,,,,indeterminable,,https://ro.wiktionary.org/wiki/nedeterminabil,,,
nedeterminare,N,FEM,nedeterminări,,,indetermination,,https://ro.wiktionary.org/wiki/nedeterminare,,,
nedeterminat,ADJ,,,,,indefinite,,https://ro.wiktionary.org/wiki/nedeterminat,,,
nedezinfectat,ADJ,,,,,not disinfected,,https://ro.wiktionary.org/wiki/nedezinfectat,,,
nedezlegat,ADJ,,,,,unsolved,,https://ro.wiktionary.org/wiki/nedezlegat,,,
nedezlipit,ADJ,,,,,inseparable,,https://ro.wiktionary.org/wiki/nedezlipit,,,
nedezmințit,ADJ,,,,,"consistent, coherent",,https://ro.wiktionary.org/wiki/nedezmin%C8%9Bit,,,
nedeșirabil,ADJ,,,,,tearproof,,https://ro.wiktionary.org/wiki/nede%C8%99irabil,,ne.de.ʃi'ra.bil,
nediferențiat,ADJ,,,,,undifferentiated,,https://ro.wiktionary.org/wiki/nediferen%C8%9Biat,,,
nedigestie,N,FEM,nedigestii,,,indigestion,,https://en.wiktionary.org/wiki/nedigestie,,,
nedințire,N,FEM,nedințiri,,,a lack of teeth,,https://en.wiktionary.org/wiki/nedin%C8%9Bire,,,
nedisciplinat,ADJ,,,,,undisciplined,,https://ro.wiktionary.org/wiki/nedisciplinat,,,
nediseminare,N,FEM,nediseminări,,,non-proliferation,,https://ro.wiktionary.org/wiki/nediseminare,,,
nedispus,ADJ,,,,,disinclined,,https://ro.wiktionary.org/wiki/nedispus,,,
nedistribuit,ADJ,,,,,undistributed,,https://ro.wiktionary.org/wiki/nedistribuit,,,
nedivizat,ADJ,,,,,undivided,,https://ro.wiktionary.org/wiki/nedivizat,,,
nedivizibil,ADJ,,,,,indivisible,,https://ro.wiktionary.org/wiki/nedivizibil,,,
nedizolvat,ADJ,,,,,undissolved,,https://ro.wiktionary.org/wiki/nedizolvat,,,
nedomolit,ADJ,,,,,restless,,https://ro.wiktionary.org/wiki/nedomolit,,,
nedorit,ADJ,,,,,unwanted,,https://ro.wiktionary.org/wiki/nedorit,,,
nedormire,N,FEM,nedormiri,,,lack of sleep,,https://en.wiktionary.org/wiki/nedormire,,,
nedormit,ADJ,,,,,sleepless,,https://ro.wiktionary.org/wiki/nedormit,,,
nedospit,ADJ,,,,,unleavened,,https://ro.wiktionary.org/wiki/nedospit,,,
nedrept,ADJ,,,,,"wrong, unfair, unjust, unrighteous",,https://ro.wiktionary.org/wiki/nedrept,,neˈdrept,
nedreptate,N,FEM,nedreptăți,,,iniquity,,https://ro.wiktionary.org/wiki/nedreptate,,,
nedreptățire,N,FEM,nedreptățiri,,,injustice,,https://ro.wiktionary.org/wiki/nedrept%C4%83%C8%9Bire,,ne.drep.tə'ʦi.re,
nedreptățit,ADJ,,,,,wronged,,https://ro.wiktionary.org/wiki/nedrept%C4%83%C8%9Bit,,ne.drep.tə'ʦit,
nedumerire,N,FEM,nedumeriri,,,perplexity,,https://ro.wiktionary.org/wiki/nedumerire,,fr:étonnement | fr:surprise,
nedumerit,ADJ,,,,,perplexed,,https://ro.wiktionary.org/wiki/nedumerit,,,
nedumirit,ADJ,,,,,,,https://ro.wiktionary.org/wiki/nedumirit,,,
nedureros,ADJ,,,,,painless,,https://ro.wiktionary.org/wiki/nedureros,,,
neechilibrat,ADJ,,,,,unbalanced,,https://ro.wiktionary.org/wiki/neechilibrat,,,
neechitabil,ADJ,,,,,"inequitable, unfair",,https://ro.wiktionary.org/wiki/neechitabil,,,
neechitate,N,FEM,neechități,,,inequity,,https://ro.wiktionary.org/wiki/neechitate,,,
neeconomic,ADJ,,,,,uneconomical,,https://ro.wiktionary.org/wiki/neeconomic,,ne.e.koˈno.mik,
neeconomicos,ADJ,,,,,uneconomic,,https://ro.wiktionary.org/wiki/neeconomicos,,,
needificator,ADJ,,,,,unclear,,https://ro.wiktionary.org/wiki/needificator,,ne.e.di.fi.kaˈtor,
neefectuat,ADJ,,,,,not done,,https://ro.wiktionary.org/wiki/neefectuat,,,
neeficient,ADJ,,,,,ineffective,,https://ro.wiktionary.org/wiki/neeficient,,,
neeficiență,N,FEM,neeficiențe,,,inefficiency,,https://ro.wiktionary.org/wiki/neeficien%C8%9B%C4%83,,,
neegalabil,ADJ,,,,,unequalable,,https://ro.wiktionary.org/wiki/neegalabil,,,
neegalat,ADJ,,,,,unequalled,,https://ro.wiktionary.org/wiki/neegalat,,,
neegalitate,N,FEM,neegalități,,,inequality,,https://ro.wiktionary.org/wiki/neegalitate,,,
neelegant,ADJ,,,,,unladylike,,https://ro.wiktionary.org/wiki/neelegant,,,
neeleganță,N,FEM,,,,inelegance,,https://ro.wiktionary.org/wiki/neelegan%C8%9B%C4%83,needs plural confirmation,,
neeligibil,ADJ,,,,,ineligible,,https://ro.wiktionary.org/wiki/neeligibil,,,
neeligibilitate,N,FEM,,,,ineligibility,,https://ro.wiktionary.org/wiki/neeligibilitate,needs plural confirmation,,
neepuizabil,ADJ,,,,,inexhaustible,,https://ro.wiktionary.org/wiki/neepuizabil,,,
neerlandez,N,MASC,neerlandezi,,neerlandeză,Dutch man,,https://ro.wiktionary.org/wiki/neerlandez,,ˌne.er.lanˈdez,
neerlandeză,N,FEM,neerlandeze,,,a Dutch woman,,https://ro.wiktionary.org/wiki/neerlandez%C4%83,,ˌne.er.lanˈde.zə,
neesențial,ADJ,,,,,unessential,,https://ro.wiktionary.org/wiki/neesen%C8%9Bial,,,
neestetic,ADJ,,,,,nonaesthetic,,https://ro.wiktionary.org/wiki/neestetic,,,
neetanș,ADJ,,,,,leaky,,https://ro.wiktionary.org/wiki/neetan%C8%99,,,
neetanșeitate,N,FEM,neetanșeități,,,leakage,,https://ro.wiktionary.org/wiki/neetan%C8%99eitate,,,
neeuclidian,ADJ,,,,,non-Euclidean,,https://en.wiktionary.org/wiki/neeuclidian,,,
neevaluat,ADJ,,,,,not evaluated,,https://ro.wiktionary.org/wiki/neevaluat,,,
neevoluat,ADJ,,,,,undeveloped,,https://ro.wiktionary.org/wiki/neevoluat,,,
neexact,ADJ,,,,,inexact,,https://ro.wiktionary.org/wiki/neexact,,ne.egˈzakt,
neexactitate,N,FEM,,,,inaccurate,,https://ro.wiktionary.org/wiki/neexactitate,needs plural confirmation,ne.eg.zak.tiˈta.te,
neexcitabil,ADJ,,,,,nonexcitable,,https://ro.wiktionary.org/wiki/neexcitabil,,,
neexcitabilitate,N,FEM,,,,non-excitability,,https://ro.wiktionary.org/wiki/neexcitabilitate,needs plural confirmation,,
neexecutare,N,FEM,,,,nonexecution,,https://ro.wiktionary.org/wiki/neexecutare,needs plural confirmation,,
neexperimentat,ADJ,,,,,inexperienced,,https://ro.wiktionary.org/wiki/neexperimentat,,,
neexploatat,ADJ,,,,,unexploited,,https://ro.wiktionary.org/wiki/neexploatat,,,
neexplorabil,ADJ,,,,,unexplorable,,https://ro.wiktionary.org/wiki/neexplorabil,,,
neexplorat,ADJ,,,,,unexplored,,https://ro.wiktionary.org/wiki/neexplorat,,,
neexprimabil,ADJ,,,,,unexpressible,,https://ro.wiktionary.org/wiki/neexprimabil,,,
nefalism,N,NEUT,nefalism,,,nephalism,,https://ro.wiktionary.org/wiki/nefalism,,,
nefalist,N,MASC,nefaliști,,,nephalist,,https://ro.wiktionary.org/wiki/nefalist,,,
nefalistă,N,FEM,nefaliste,,,,,https://ro.wiktionary.org/wiki/nefalist%C4%83,,ne.fa'lis.tə,
nefalsificat,ADJ,,,,,unfalsified,,https://ro.wiktionary.org/wiki/nefalsificat,,,
nefamilist,ADJ,,,,,single,,https://ro.wiktionary.org/wiki/nefamilist,,,
nefapt,N,NEUT,,,,nothingness,,https://en.wiktionary.org/wiki/nefapt,needs plural confirmation,,
nefast,ADJ,,,,,harmful,,https://ro.wiktionary.org/wiki/nefast,,neːˈfɑst,
nefavorabil,ADJ,,,,,unfavorable,,https://ro.wiktionary.org/wiki/nefavorabil,,,
nefelomanție,N,FEM,nefelomanție,,,nephelomancy,,https://ro.wiktionary.org/wiki/nefeloman%C8%9Bie,,,
nefelometrie,N,FEM,,,,nephelometry,,https://ro.wiktionary.org/wiki/nefelometrie,needs plural confirmation,,
nefelometru,N,NEUT,nefelometre,,,nephelometer,,https://ro.wiktionary.org/wiki/nefelometru,,,
nefer,N,MASC,neferi,,,Ottoman soldier,,https://ro.wiktionary.org/wiki/nefer,,,
nefericire,N,FEM,nefericiri,,,unhappiness,,https://ro.wiktionary.org/wiki/nefericire,,ne.fe.riˈt͡ʃi.re,
nefericit,ADJ,,,,,unhappy,,https://ro.wiktionary.org/wiki/nefericit,,ˌne.fe.riˈt͡ʃit,
neferos,ADJ,,,,,non-ferrous,,https://ro.wiktionary.org/wiki/neferos,,,
nefertil,ADJ,,,,,infertile,,https://ro.wiktionary.org/wiki/nefertil,,,
nefertilizat,ADJ,,,,,unfertilized,,https://ro.wiktionary.org/wiki/nefertilizat,,ˌne.fer.ti.liˈzat,
nefidel,ADJ,,,,,nonfaithful,,https://ro.wiktionary.org/wiki/nefidel,,,
nefiert,ADJ,,,,,raw,,https://ro.wiktionary.org/wiki/nefiert,,neˈfjert,
neființă,N,FEM,,,,nothingness,,https://ro.wiktionary.org/wiki/nefiin%C8%9B%C4%83,needs plural confirmation,ne.fiˈin.ʦə,
nefinalizat,ADJ,,,,,incomplete,,https://ro.wiktionary.org/wiki/nefinalizat,,,
nefiresc,ADJ,,,,,unnatural,,https://ro.wiktionary.org/wiki/nefiresc,,,
nefiță,N,FEM,,,,weasel,,https://en.wiktionary.org/wiki/nefi%C8%9B%C4%83,needs plural confirmation,,
neflexibil,ADJ,,,,,inflexible,,https://ro.wiktionary.org/wiki/neflexibil,,ne.flekˈsi.bil,
neflexibilitate,N,FEM,,,,inflexibility,,https://ro.wiktionary.org/wiki/neflexibilitate,needs plural confirmation,,
nefolosință,N,FEM,nefolosințe,,,uselessness,,https://en.wiktionary.org/wiki/nefolosin%C8%9B%C4%83,,,
nefolosit,ADJ,,,,,unused,,https://ro.wiktionary.org/wiki/nefolosit,,,
nefolositor,ADJ,,,,,useless,,https://ro.wiktionary.org/wiki/nefolositor,,,
nefondat,ADJ,,,,,"unfounded, baseless",,https://ro.wiktionary.org/wiki/nefondat,,,
nefoscop,N,NEUT,nefoscoape,,,nephoscope,,https://ro.wiktionary.org/wiki/nefoscop,,,
nefralgie,N,FEM,nefralgii,,,nephralgia,,https://ro.wiktionary.org/wiki/nefralgie,,,
nefrectomie,N,FEM,nefrectomii,,,nephrectomy,,https://ro.wiktionary.org/wiki/nefrectomie,,,
nefridie,N,FEM,nefridii,,,nephridia,,https://ro.wiktionary.org/wiki/nefridie,,,
nefript,ADJ,,,,,unroasted,,https://ro.wiktionary.org/wiki/nefript,,,
nefrit,N,NEUT,nefrit,,,nephrite,,https://ro.wiktionary.org/wiki/nefrit,,ˈnɛfrɪt,
nefritic,ADJ,,,,,nephritic,la,https://ro.wiktionary.org/wiki/nefritic,,,
nefritică,N,FEM,nefritice,,,,,https://ro.wiktionary.org/wiki/nefritic%C4%83,,ne'fri.ti.kə,
nefrită,N,FEM,nefrite,,,nephritis,,https://ro.wiktionary.org/wiki/nefrit%C4%83,,ne'fri.tə,
nefrografie,N,FEM,nefrografii,,,nephrography,,https://ro.wiktionary.org/wiki/nefrografie,,,
nefrolit,N,NEUT,nefrolite,,,"nephrolith, kidney stone",,https://en.wiktionary.org/wiki/nefrolit,,,
nefrolitotomie,N,FEM,nefrolitotomii,,,nephrolithotomy,,https://ro.wiktionary.org/wiki/nefrolitotomie,,,
nefrolog,N,MASC,nefrologi,,,nephrologist,,https://en.wiktionary.org/wiki/nefrolog,,ˈnɛfrolok,
nefrologic,ADJ,,,,,nephrological,,https://ro.wiktionary.org/wiki/nefrologic,,,
nefrologie,N,FEM,nefrologie,,,nephrology,,https://ro.wiktionary.org/wiki/nefrologie,,ˈnɛfroloɡɪjɛ,
nefrologă,N,FEM,nefrologe,,,,,https://en.wiktionary.org/wiki/nefrolog%C4%83,,,
nefron,N,NEUT,nefroane,,,nephron,,https://ro.wiktionary.org/wiki/nefron,,neˈfron,
nefropat,ADJ,,,,,nephropathic,,https://ro.wiktionary.org/wiki/nefropat,,,
nefropatie,N,FEM,nefropatii,,,nephropathy,,https://ro.wiktionary.org/wiki/nefropatie,,,
nefropată,N,FEM,nefropate,,,,,https://ro.wiktionary.org/wiki/nefropat%C4%83,,ne.fro'pa.tə,
nefropexie,N,FEM,nefropexii,,,nephropexia,,https://ro.wiktionary.org/wiki/nefropexie,,,
nefroplegie,N,FEM,nefroplegii,,,nephroplegia,,https://en.wiktionary.org/wiki/nefroplegie,,,
nefroptoză,N,FEM,nefroptoze,,,nephroptosis,,https://ro.wiktionary.org/wiki/nefroptoz%C4%83,,ne.frop'to.zə,
nefrorafie,N,FEM,nefrorafii,,,nephrorrhaphy,,https://en.wiktionary.org/wiki/nefrorafie,,,
nefrosclerotic,ADJ,,,,,nephrosclerotic,,https://ro.wiktionary.org/wiki/nefrosclerotic,,,
nefroscleroză,N,FEM,nefroscleroze,,,nephrosclerosis,,https://ro.wiktionary.org/wiki/nefroscleroz%C4%83,,ne.fros.kle'ro.zə,
nefrostomie,N,FEM,nefrostomii,,,nephrostomy,,https://en.wiktionary.org/wiki/nefrostomie,,,
nefrotic,ADJ,,,,,nephrotic,,https://ro.wiktionary.org/wiki/nefrotic,,,
nefrotomie,N,FEM,nefrotomii,,,nephrotomy,,https://en.wiktionary.org/wiki/nefrotomie,,,
nefroză,N,FEM,nefroze,,,nephrosis,,https://ro.wiktionary.org/wiki/nefroz%C4%83,,neˈfro.zə,
nefructuos,ADJ,,,,,unfruitful,,https://ro.wiktionary.org/wiki/nefructuos,,,
nefuncțional,ADJ,,,,,nonfunctional,,https://ro.wiktionary.org/wiki/nefunc%C8%9Bional,,,
nefundat,ADJ,,,,,,,https://ro.wiktionary.org/wiki/nefundat,,,
nefutut,ADJ,,,,,unfucked,,https://en.wiktionary.org/wiki/nefutut,,,
nefârtat,N,MASC,nefârtați,,,unfriend,,https://ro.wiktionary.org/wiki/nef%C3%A2rtat,,ne.fɨr'tat,
nefăcut,ADJ,,,,,undone,,https://ro.wiktionary.org/wiki/nef%C4%83cut,,ne.fə'kut,
nefățărit,ADJ,,,,,sincere,,https://ro.wiktionary.org/wiki/nef%C4%83%C8%9B%C4%83rit,,ne.fə.ʦə'rit,
neg,N,MASC,negi,,negos,"wart, verruca",,https://ro.wiktionary.org/wiki/neg,,nɛɡ | -ɛɡ | neːɡ,
negare,N,FEM,negări,,,negation,,https://ro.wiktionary.org/wiki/negare,,neˈɡa.re,
negară,N,FEM,negară,,,,,https://ro.wiktionary.org/wiki/negar%C4%83,,neˈga.rə,
negata,ADJ,,,,,unready,,https://en.wiktionary.org/wiki/negata,,,
negativ,N,NEUT,negative,,,negative,la,https://ro.wiktionary.org/wiki/negativ,,ˈnɛɡatɪf | ˈnɛɡatiːf | ˈneːɡaˌtiːf | ˈnɛɡɐˌtiːf,
negativare,N,FEM,negativări,,,negativation,,https://ro.wiktionary.org/wiki/negativare,,,
negativat,ADJ,,,,,negativated,,https://ro.wiktionary.org/wiki/negativat,,,
negativism,N,NEUT,,,,,,https://ro.wiktionary.org/wiki/negativism,needs plural confirmation,,
negativist,N,MASC,negativiști,,,,,https://ro.wiktionary.org/wiki/negativist,,,
negativistă,N,FEM,negativiste,,,,,https://ro.wiktionary.org/wiki/negativist%C4%83,,ne.ga.ti'vis.tə,
negativitate,N,FEM,negativitate,,,negativity,,https://ro.wiktionary.org/wiki/negativitate,,,
negativizare,N,FEM,negativizări,,,negativization,,https://ro.wiktionary.org/wiki/negativizare,,,
negatoare,N,FEM,negatoare,,,,,https://ro.wiktionary.org/wiki/negatoare,,,
negaton,N,MASC,,,,,,https://en.wiktionary.org/wiki/negaton,needs plural confirmation,ne.ɡaˈton,
negator,N,MASC,negatori,,,denier detractor,,https://ro.wiktionary.org/wiki/negator,,nəˈɡeɪtəɹ | -eɪtə(ɹ) | nɛˈɡaː.tɔr | neˈɡaː.tor | něɡaːtor,
negatoscop,N,NEUT,negatoscoape,,,negatoscope,,https://ro.wiktionary.org/wiki/negatoscop,,,
negatron,N,MASC,negatroni,,,,,https://en.wiktionary.org/wiki/negatron,,ˈnɛɡ.əˌtɹɒn | ˈnɛɡ.əˌtɹɑn,
negație,N,FEM,negații,,,negation,,https://ro.wiktionary.org/wiki/nega%C8%9Bie,,,
negațiune,N,FEM,negațiuni,,,,,https://en.wiktionary.org/wiki/nega%C8%9Biune,,,
negel,N,MASC,negei,,negelos,small wart,la,https://ro.wiktionary.org/wiki/negel,,,
negelariță,N,FEM,negelarițe,,,greater celandine,,https://ro.wiktionary.org/wiki/negelari%C8%9B%C4%83,,ne.ʤe'la.ri.ʦə,
negelos,ADJ,,,,,warty,,https://en.wiktionary.org/wiki/negelos,,,
negelăriță,N,FEM,negelărițe,,,greater celandine,,https://en.wiktionary.org/wiki/negel%C4%83ri%C8%9B%C4%83,,,
neghiniță,N,FEM,neghinițe,,,small cockle,,https://ro.wiktionary.org/wiki/neghini%C8%9B%C4%83,,ne.gi'ni.ʦə,
neghinos,ADJ,,,,,containing corncockle,,https://ro.wiktionary.org/wiki/neghinos,,,
neghinuță,N,FEM,neghinuțe,,,small cockle,,https://ro.wiktionary.org/wiki/neghinu%C8%9B%C4%83,,ne.gi'nu.ʦə,
neghină,N,FEM,neghine,,neghinos,corncockle,la,https://ro.wiktionary.org/wiki/neghin%C4%83,uncountable,ne'gi.nə | fr:nielle | tr:karamuk,
neghioabă,N,FEM,neghioabe,,,,,https://ro.wiktionary.org/wiki/neghioab%C4%83,,,
neghiob,ADJ,,,,,"silly, stupid, foolish, thoughtless, clumsy, blockheaded",,https://ro.wiktionary.org/wiki/neghiob,,neˈɡjob,
neghiobesc,ADJ,,,,,"silly, foolish",,https://ro.wiktionary.org/wiki/neghiobesc,,,
neghiobie,N,FEM,neghiobii,,,foolishness,,https://ro.wiktionary.org/wiki/neghiobie,,,
neghiobire,N,FEM,neghiobiri,,,stupidification,,https://ro.wiktionary.org/wiki/neghiobire,,,
neginea,N,FEM,neginele,,,carnation,,https://en.wiktionary.org/wiki/neginea,,,
neglasnică,N,FEM,neglasnice,,,consonant,,https://ro.wiktionary.org/wiki/neglasnic%C4%83,,,
negles,ADJ,,,,,,,https://en.wiktionary.org/wiki/negles,,,
negligent,ADJ,,,,,,,https://en.wiktionary.org/wiki/negligent,,ˈnɛɡ.lɪ.d͡ʒənt | nə.ɣliˈʒen | nə.ɣliˈʒent | ne.ɣliˈd͡ʒent,
neglijabil,ADJ,,,,,negligible,,https://ro.wiktionary.org/wiki/neglijabil,,ne.gli'ʒa.bil,
neglijare,N,FEM,,,,neglect,,https://ro.wiktionary.org/wiki/neglijare,needs plural confirmation,ne.gli'ʒa.re,
neglijat,ADJ,,,,,neglected,,https://ro.wiktionary.org/wiki/neglijat,,ne.gliˈʒat,
neglije,N,NEUT,neglijeuri,,,,,https://en.wiktionary.org/wiki/neglije,,,
neglijent,ADJ,,,,,negligent,,https://ro.wiktionary.org/wiki/neglijent,,ne.ɡliˈʒent,
neglijență,N,FEM,,,,negligence,,https://ro.wiktionary.org/wiki/neglijen%C8%9B%C4%83,needs plural confirmation,ne.gli'ʒen.ʦə,
neglijeu,N,NEUT,neglijeuri,,,"négligée, peignoir",,https://ro.wiktionary.org/wiki/neglijeu,,,
negoci,N,NEUT,negocas,,,stye,,https://en.wiktionary.org/wiki/negoci,,nəˈɣɔ.si | neˈɣɔ.si | neˈɡot͡si | -ot͡si,
negociabil,ADJ,,,,,negotiable,,https://ro.wiktionary.org/wiki/negociabil,,,
negociabilitate,N,FEM,negociabilitate,,,negotiability,,https://ro.wiktionary.org/wiki/negociabilitate,,,
negociant,N,MASC,negocianți,,,"merchant, dealer",,https://en.wiktionary.org/wiki/negociant,,,
negociatoare,N,FEM,negociatoare,,,,,https://ro.wiktionary.org/wiki/negociatoare,,,
negociator,N,MASC,negociatori,,,negotiator,la,https://ro.wiktionary.org/wiki/negociator,,,
negociație,N,FEM,negociații,,,negotiation,,https://ro.wiktionary.org/wiki/negocia%C8%9Bie,,,
negociațiune,N,FEM,negociațiuni,,,,,https://en.wiktionary.org/wiki/negocia%C8%9Biune,,,
negociere,N,FEM,negocieri,,,negotiation,,https://ro.wiktionary.org/wiki/negociere,,,
negorie,N,FEM,negorii,,,anthrax,,https://en.wiktionary.org/wiki/negorie,,,
negos,ADJ,,,,,warty,,https://ro.wiktionary.org/wiki/negos,,neˈgos,
negoț,N,NEUT,negoțuri,,,"trade, commerce, business",,https://ro.wiktionary.org/wiki/nego%C8%9B,,,
negoțiere,N,FEM,negoțieri,,,,,https://en.wiktionary.org/wiki/nego%C8%9Biere,,,
negreală,N,FEM,negreli,,,"blackness, darkness",,https://ro.wiktionary.org/wiki/negreal%C4%83,,neˈgre̯a.lə,
negreață,N,FEM,negreți,,,"quality or attribute of being the color black; blackness, darkness",,https://ro.wiktionary.org/wiki/negrea%C8%9B%C4%83,,neˈgre̯a.ʦə,
negresă,N,FEM,negrese,,,black woman,,https://ro.wiktionary.org/wiki/negres%C4%83,,ne'gre.sə,
negricios,ADJ,,,,,blackish; somewhat black,,https://ro.wiktionary.org/wiki/negricios,,ne.ɡriˈt͡ʃʲos,
negriciune,N,FEM,negriciuni,,,blackness,,https://en.wiktionary.org/wiki/negriciune,,,
negrid,N,MASC,negrizi,,,negroid,,https://ro.wiktionary.org/wiki/negrid,,neˈɡʁiːt,
negrijință,N,FEM,negrijințe,,,negligence; carelessness,,https://en.wiktionary.org/wiki/negrijin%C8%9B%C4%83,,,
negrijire,N,FEM,negrijiri,,,neglect,,https://ro.wiktionary.org/wiki/negrijire,,ne.gri'ʒi.re,
negrijuire,N,FEM,negrijuiri,,,neglect,,https://en.wiktionary.org/wiki/negrijuire,,,
negrijă,N,FEM,negriji,,,carelessness,,https://en.wiktionary.org/wiki/negrij%C4%83,,,
negrilică,N,FEM,negrilici,,,"black cumin, nigella",,https://ro.wiktionary.org/wiki/negrilic%C4%83,,ne.gri'li.kə | fr:cumin noir | tr:çöreotu,
negrime,N,FEM,negrimi,,,"blackness, darkness",,https://en.wiktionary.org/wiki/negrime,,,
negrior,ADJ,,,,,,,https://ro.wiktionary.org/wiki/negrior,,,
negritudine,N,FEM,,,,negritude,en,https://en.wiktionary.org/wiki/negritudine,needs plural confirmation,ne.ɡriˈtu.di.ne,
